chunk_num,refseq_mapping,num_of_refseqs,top_node_difference,top_node_distance,top_likelyhood_full,top_likelyhood_trunc,top_likelyhood_full_on_trunc,top_likelyhood_full_on_trunc_dif,dist_divergence
022,MDDBOTU000216_full->MDDBOTU000212_trunc,104,2.0,0.14589199794618601,0.608435545851,0.270815629905,0.268677500554,0.339758045297,0.0564
022,MDDBOTU001654_full->MDDBOTU001581_trunc,104,5.0,0.16934051261474778,0.36869438452,0.200695856005,,,0.1994
028,MDDBOTU001013_full->MDDBOTU000974_trunc,72,6.0,0.868186002382058,0.960923269257,0.328872984425,,,0.6285
032,MDDBOTU001248_full->MDDBOTU001194_trunc,72,0.0,0.0,0.670635801551,0.42864636006,0.42864636006,0.241989441491,0.0978
036,MDDBOTU000616_full->MDDBOTU000600_trunc,32,0.0,0.0,0.459017024774,0.669937616323,0.669937616323,-0.21092059154899995,0.4474
036,MDDBOTU000660_full->MDDBOTU000640_trunc,32,6.0,1.1222919742011672,1.0,1.0,,,1.1223
036,MDDBOTU000654_full->MDDBOTU000634_trunc,32,0.0,0.0,1.0,1.0,1.0,0.0,0.0
036,MDDBOTU000530_full->MDDBOTU000519_trunc,32,0.0,0.0,1.0,1.0,1.0,0.0,0.0
036,MDDBOTU000533_full->MDDBOTU000522_trunc,32,6.0,0.6137751799786523,0.738011602925,0.324427154959,,,0.6455
036,MDDBOTU000510_full->MDDBOTU000498_trunc,32,0.0,0.0,0.281778736783,0.627495422301,0.627495422301,-0.345716685518,0.4905
036,MDDBOTU000300_full->MDDBOTU000292_trunc,32,7.0,0.41332644266799895,0.323969373427,0.401007672606,,,0.5729
036,MDDBOTU000362_full->MDDBOTU000355_trunc,32,7.0,0.41332644266799895,0.356029229023,0.371637220703,,,0.5773
036,MDDBOTU000617_full->MDDBOTU000601_trunc,32,0.0,0.0,0.845830368516,0.965827728937,0.965827728937,-0.11999736042099995,0.1499
048,MDDBOTU000649_full->MDDBOTU000630_trunc,221,2.0,0.2646689848979125,0.388712814708,1.0,,,0.3629
049,MDDBOTU001703_full->MDDBOTU001627_trunc,973,0.0,0.0,0.972939383484,0.705102933183,0.705102933183,0.267836450301,0.0787
049,MDDBOTU000006_full->MDDBOTU000018_trunc,973,13.0,0.9632910672826062,0.734141660378,0.760867039979,,,1.0542
049,MDDBOTU001729_full->MDDBOTU001652_trunc,973,0.0,0.0,1.0,1.0,1.0,0.0,0.0
049,MDDBOTU000023_full->MDDBOTU000014_trunc,973,13.0,0.9632910672826062,0.720288859223,0.760054009528,,,1.0552
049,MDDBOTU001726_full->MDDBOTU001649_trunc,973,0.0,0.0,1.0,1.0,1.0,0.0,0.0
049,MDDBOTU001391_full->MDDBOTU001326_trunc,973,0.0,0.0,0.79006580493,0.945044368086,0.945044368086,-0.154978563156,0.1481
050,MDDBOTU000603_full->MDDBOTU000588_trunc,258,2.0,0.5600437699497315,1.0,0.826724809173,,,0.5734
050,MDDBOTU000200_full->MDDBOTU000199_trunc,258,1.0,0.10973145511190963,0.594232794849,0.395725354278,,,0.0891
050,MDDBOTU001043_full->MDDBOTU001000_trunc,258,1.0,0.10973145511190963,0.594232794849,0.349055589367,0.00613850931262,0.58809428553638,0.0891
050,MDDBOTU000979_full->MDDBOTU000942_trunc,258,2.0,0.1517043521474034,0.464876726925,0.320332342064,0.00886002307248,0.45601670385251997,0.1466
050,MDDBOTU000645_full->MDDBOTU000626_trunc,258,2.0,0.46721917467841506,1.0,0.446084640607,0.0139827029807,0.9860172970193,0.6366
050,MDDBOTU000902_full->MDDBOTU000626_trunc,258,2.0,0.46721917467841506,1.0,0.446084640607,0.0139827029807,0.9860172970193,0.6366
050,MDDBOTU000360_full->MDDBOTU000353_trunc,258,6.0,0.9821000019113515,1.0,0.923546527029,,,0.9737
050,MDDBOTU001036_full->MDDBOTU000994_trunc,258,1.0,0.10973145511190963,0.586882022483,0.330506820999,0.0786916208133,0.5081904016697001,0.0845
050,MDDBOTU000907_full->MDDBOTU000626_trunc,258,2.0,0.46721917467841506,1.0,0.446084640607,0.0139827029807,0.9860172970193,0.6366
050,MDDBOTU000923_full->MDDBOTU000889_trunc,258,6.0,0.8350329708136623,0.95104025306,0.913839430382,,,0.8461
050,MDDBOTU000976_full->MDDBOTU000936_trunc,258,2.0,0.1517043521474034,0.46024990583,0.321269456755,0.00827388509268,0.45197602073731996,0.1455
050,MDDBOTU000919_full->MDDBOTU000885_trunc,258,10.0,1.583915785852176,0.52723429616,1.0,,,1.2398
050,MDDBOTU001029_full->MDDBOTU000988_trunc,258,0.0,0.0,0.583331306767,0.549591555182,0.549591555182,0.03373975158499998,0.0623
050,MDDBOTU000531_full->MDDBOTU000520_trunc,258,3.0,0.19570939811540738,0.304872048403,0.761836181736,,,0.1265
050,MDDBOTU000339_full->MDDBOTU000329_trunc,258,0.0,0.0,1.0,0.896892959797,0.896892959797,0.10310704020299999,0.0555
050,MDDBOTU000731_full->MDDBOTU000695_trunc,258,3.0,0.7962830711596169,1.0,0.841158722117,,,0.7884
050,MDDBOTU000336_full->MDDBOTU000326_trunc,258,0.0,0.0,1.0,0.744061842118,0.744061842118,0.25593815788200003,0.1388
050,MDDBOTU000721_full->MDDBOTU000695_trunc,258,3.0,0.7962830711596169,1.0,0.841158722117,,,0.7884
050,MDDBOTU000972_full->MDDBOTU000936_trunc,258,2.0,0.1517043521474034,0.423911581192,0.321269456755,0.00827388509268,0.41563769609932,0.142
051,MDDBOTU000690_full->MDDBOTU000668_trunc,856,0.0,0.0,0.437506813315,0.570731545382,0.570731545382,-0.13322473206699997,0.0706
051,MDDBOTU000636_full->MDDBOTU000077_trunc,856,0.0,0.0,1.0,1.0,1.0,0.0,0.0
051,MDDBOTU000717_full->MDDBOTU000691_trunc,856,0.0,0.0,1.0,1.0,1.0,0.0,0.0
051,MDDBOTU000971_full->MDDBOTU000033_trunc,856,0.0,0.0,1.0,1.0,1.0,0.0,0.0
051,MDDBOTU000230_full->MDDBOTU000225_trunc,856,0.0,0.0,0.333633101427,0.310064175582,0.310064175582,0.023568925844999977,0.162
051,MDDBOTU000282_full->MDDBOTU000146_trunc,856,8.0,0.3363616368968275,0.968324756942,0.673397206504,,,0.3076
051,MDDBOTU000545_full->MDDBOTU000534_trunc,856,0.0,0.0,0.722981577456,1.0,1.0,-0.277018422544,0.0674
051,MDDBOTU000404_full->MDDBOTU000395_trunc,856,2.0,0.24328048234756447,1.0,1.0,,,0.2433
051,MDDBOTU000075_full->MDDBOTU000077_trunc,856,0.0,0.0,1.0,1.0,1.0,0.0,0.0
051,MDDBOTU000529_full->MDDBOTU000518_trunc,856,0.0,0.0,1.0,1.0,1.0,0.0,0.0
051,MDDBOTU000032_full->MDDBOTU000033_trunc,856,0.0,0.0,1.0,1.0,1.0,0.0,0.0
051,MDDBOTU000357_full->MDDBOTU000350_trunc,856,0.0,0.0,0.732541653026,1.0,1.0,-0.26745834697399995,0.0651
051,MDDBOTU000733_full->MDDBOTU000706_trunc,856,0.0,0.0,1.0,1.0,1.0,0.0,0.0
051,MDDBOTU000100_full->MDDBOTU000101_trunc,856,0.0,0.0,1.0,1.0,1.0,0.0,0.0
051,MDDBOTU001051_full->MDDBOTU001007_trunc,856,1.0,0.12286675934036638,0.593955974626,0.430096687041,0.187298076777,0.406657897849,0.0953
051,MDDBOTU000383_full->MDDBOTU000376_trunc,856,0.0,0.0,0.418670020763,0.409553375044,0.409553375044,0.00911664571899995,0.1124
051,MDDBOTU000698_full->MDDBOTU000675_trunc,856,0.0,0.0,0.348061083381,0.210205924506,0.210205924506,0.137855158875,0.0965
051,MDDBOTU000376_full->MDDBOTU000369_trunc,856,0.0,0.0,0.772857893097,1.0,1.0,-0.22714210690299996,0.0553
051,MDDBOTU000896_full->MDDBOTU000864_trunc,856,1.0,0.1915056223102411,0.596400915693,0.573612951326,0.120409022955,0.475991892738,0.1244
051,MDDBOTU000001_full->MDDBOTU000001_trunc,856,1.0,0.04290808165441597,0.547362017159,0.214885733251,0.211322684426,0.336039332733,0.1104
051,MDDBOTU000699_full->MDDBOTU000534_trunc,856,0.0,0.0,0.73120710672,1.0,1.0,-0.26879289328,0.0654
051,MDDBOTU000723_full->MDDBOTU000697_trunc,856,0.0,0.0,1.0,1.0,1.0,0.0,0.0
051,MDDBOTU000326_full->MDDBOTU000317_trunc,856,0.0,0.016963833453936095,0.435026540135,0.211912856383,0.211843377966,0.22318316216899997,0.1128
051,MDDBOTU000659_full->MDDBOTU000639_trunc,856,1.0,0.12286675934036638,0.460931209617,0.423684283006,0.171633513982,0.289297695635,0.0891
051,MDDBOTU000086_full->MDDBOTU000085_trunc,856,0.0,0.0,0.483939643589,0.562266292173,0.562266292173,-0.07832664858399996,0.076
051,MDDBOTU000570_full->MDDBOTU000557_trunc,856,0.0,0.0,0.387508831408,0.306480064352,0.306480064352,0.08102876705600004,0.1265
051,MDDBOTU000897_full->MDDBOTU000865_trunc,856,0.0,0.0,0.504538775393,0.659824764647,0.659824764647,-0.15528598925400006,0.083
051,MDDBOTU000083_full->MDDBOTU000085_trunc,856,0.0,0.0,0.714088059048,0.562266292173,0.562266292173,0.15182176687500004,0.0622
051,MDDBOTU000572_full->MDDBOTU000559_trunc,856,0.0,0.0,0.472671807649,0.300699198641,0.300699198641,0.17197260900800004,0.1193
051,MDDBOTU000700_full->MDDBOTU000008_trunc,856,0.0,0.0,0.755844086957,1.0,1.0,-0.244155913043,0.0594
051,MDDBOTU000052_full->MDDBOTU000053_trunc,856,0.0,0.0,1.0,1.0,1.0,0.0,0.0
051,MDDBOTU000059_full->MDDBOTU000060_trunc,856,1.0,0.12286675934036638,0.452769579771,0.417595862395,0.159197636683,0.29357194308800005,0.0895
051,MDDBOTU000692_full->MDDBOTU000670_trunc,856,0.0,0.0,0.449729220563,0.599054962948,0.599054962948,-0.14932574238499996,0.0683
051,MDDBOTU000029_full->MDDBOTU000030_trunc,856,8.0,0.3363616368968275,0.968412411384,0.755641421899,,,0.3145
051,MDDBOTU000012_full->MDDBOTU000002_trunc,856,0.0,0.0,0.998084256525,1.0,1.0,-0.001915743475000009,0.0005
