sequencerun_pk,run_sra_accession,run_ncbi_trace_link,sample_name,run_ncbi_identifier,run_avg_spot_length,run_bases,run_bytes,run_megabases,run_megabytes,run_num_replicons,run_releasedate,run_releasedate_curated
MDDBSRR000161,SRR1502259,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502259,G2577,pooled forest soil sample-G2577,473,2622849,5694740,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000162,SRR1502260,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502260,G2578,pooled forest soil sample-G2578,473,2656452,5814062,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000163,SRR1502261,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502261,G2579,pooled forest soil sample-G2579,478,3091888,6680568,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000164,SRR1502262,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502262,G2580,pooled forest soil sample-G2580,484,3077263,6648248,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000165,SRR1502263,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502263,G2581,pooled forest soil sample-G2581,469,2949589,6393713,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000166,SRR1502264,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502264,G2615,pooled forest soil sample-G2615,462,947511,2093613,0,1,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000167,SRR1502265,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502265,G2616,pooled forest soil sample-G2616,474,2465241,5344743,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000168,SRR1502637,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502637,S208,pooled forest soil sample-S208,474,3390372,7547644,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000169,SRR1502638,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502638,S209,pooled forest soil sample-S209,463,1450213,3285273,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000170,SRR1502676,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502676,IH.A01,pooled forest soil sample-IH.A01,441,3398506,7481541,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000171,SRR1502677,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502677,IH.A02,pooled forest soil sample-IH.A02,443,3972073,8731840,3,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000172,SRR1502678,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502678,IH.A03,pooled forest soil sample-IH.A03,462,2095795,4570010,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000173,SRR1502679,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502679,IH.A12,pooled forest soil sample-IH.A12,460,3354597,7290068,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000174,SRR1502680,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502680,IH.A14,pooled forest soil sample-IH.A14,460,4126526,8954872,4,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000175,SRR1502681,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502681,IH.A20,pooled forest soil sample-IH.A20,472,3272224,7092430,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000176,SRR1502682,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502682,IH.A21,pooled forest soil sample-IH.A21,476,2706769,5886716,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000177,SRR1502683,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502683,IH.A31,pooled forest soil sample-IH.A31,467,3634856,7872661,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000178,SRR1502684,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502684,IH.A36,pooled forest soil sample-IH.A36,469,2270514,4927499,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000179,SRR1502685,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502685,IH.A39,pooled forest soil sample-IH.A39,470,3114691,6734673,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000180,SRR1502686,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502686,IH.A51,pooled forest soil sample-IH.A51,466,3208892,6956448,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000181,SRR1502687,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502687,IH.A56,pooled forest soil sample-IH.A56,470,2278281,4932456,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000182,SRR1502688,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502688,IH.A61,pooled forest soil sample-IH.A61,482,2542892,5491377,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000183,SRR1502689,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502689,IH.A72,pooled forest soil sample-IH.A72,461,3244955,7108462,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000184,SRR1502690,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502690,IH.A78,pooled forest soil sample-IH.A78,461,3219764,7017567,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000185,SRR1502691,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502691,IH.A89,pooled forest soil sample-IH.A89,468,1993765,4342691,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000186,SRR1502692,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502692,IH.A90,pooled forest soil sample-IH.A90,460,2648088,5793267,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000187,SRR1502693,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502693,IH.A93,pooled forest soil sample-IH.A93,469,2277390,4931336,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000188,SRR1502440,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502440,G3308,pooled forest soil sample-G3308,475,2760548,6008563,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000189,SRR1502340,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502340,G2549,pooled forest soil sample-G2549,469,2023539,4524850,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000190,SRR1502657,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502657,S228,pooled forest soil sample-S228,475,3012892,6557897,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000191,SRR1502409,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502409,G2797,pooled forest soil sample-G2797,469,2541712,5617942,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000192,SRR1502654,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502654,S225,pooled forest soil sample-S225,475,2524000,5539304,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000193,SRR1502655,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502655,S226,pooled forest soil sample-S226,474,1992820,4356380,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000194,SRR1502694,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502694,IH.K01,pooled forest soil sample-IH.K01,488,2887444,6235721,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000195,SRR1502695,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502695,IH.K02,pooled forest soil sample-IH.K02,474,1765183,3876960,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000196,SRR1502696,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502696,IH.K05,pooled forest soil sample-IH.K05,494,2864463,6200139,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000197,SRR1502697,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502697,IH.K07,pooled forest soil sample-IH.K07,473,2963415,6380306,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000198,SRR1502698,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502698,IH.K10,pooled forest soil sample-IH.K10,486,3162237,6844410,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000199,SRR1502699,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502699,IH.K13,pooled forest soil sample-IH.K13,481,3343445,7262973,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000200,SRR1502700,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502700,IH.K16,pooled forest soil sample-IH.K16,462,2172770,4775840,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000201,SRR1502701,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502701,IH.K17,pooled forest soil sample-IH.K17,495,3110978,6720528,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000202,SRR1502702,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502702,IH.K19,pooled forest soil sample-IH.K19,441,2524721,5694660,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000203,SRR1502703,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502703,IH.K21,pooled forest soil sample-IH.K21,490,2347845,5096642,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000204,SRR1502704,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502704,IH.K22,pooled forest soil sample-IH.K22,469,2394840,5279662,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000205,SRR1502705,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502705,IH.K23,pooled forest soil sample-IH.K23,427,2780526,6354326,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000206,SRR1502706,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502706,IH.K24,pooled forest soil sample-IH.K24,454,2610748,5747107,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000207,SRR1502707,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502707,IH.K29,pooled forest soil sample-IH.K29,490,3211180,6934632,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000208,SRR1502708,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502708,IH.K35,pooled forest soil sample-IH.K35,445,3120749,6921534,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000209,SRR1502709,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502709,IH.K37,pooled forest soil sample-IH.K37,457,1907042,4208160,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000210,SRR1502710,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502710,IH.K38,pooled forest soil sample-IH.K38,432,4142551,9310941,4,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000211,SRR1502711,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502711,IH.K39,pooled forest soil sample-IH.K39,419,1957888,4384666,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000212,SRR1502658,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502658,S229,pooled forest soil sample-S229,483,4000201,8644135,4,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000213,SRR1502439,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502439,G3247,pooled forest soil sample-G3247,480,1982894,4334041,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000214,SRR1502412,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502412,G2830,pooled forest soil sample-G2830,470,2151545,4753332,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000215,SRR1502399,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502399,G2755X,pooled forest soil sample-G2755X,466,2723316,6034457,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000216,SRR1502410,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502410,G2819,pooled forest soil sample-G2819,493,3426584,7497259,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000217,SRR1502414,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502414,G2832,pooled forest soil sample-G2832,464,1790772,3995591,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000218,SRR1502337,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502337,G2536,pooled forest soil sample-G2536,476,2439217,5347077,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000219,SRR1502339,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502339,G2538,pooled forest soil sample-G2538,472,1763458,3930121,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000220,SRR1502406,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502406,G2767,pooled forest soil sample-G2767,476,1590748,3537530,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000221,SRR1502437,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502437,G3232,pooled forest soil sample-G3232,466,1533327,3391125,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000222,SRR1502712,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502712,IH.M01,pooled forest soil sample-IH.M01,476,2305401,5023785,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000223,SRR1502713,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502713,IH.M07,pooled forest soil sample-IH.M07,491,2511160,5433848,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000224,SRR1502714,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502714,IH.M09,pooled forest soil sample-IH.M09,475,2458014,5373679,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000225,SRR1502715,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502715,IH.M10,pooled forest soil sample-IH.M10,490,3364273,7200191,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000226,SRR1502716,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502716,IH.M13,pooled forest soil sample-IH.M13,472,1937277,4196433,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000227,SRR1502717,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502717,IH.M14,pooled forest soil sample-IH.M14,460,3048097,6688472,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000228,SRR1502718,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502718,IH.M16,pooled forest soil sample-IH.M16,478,4857821,10514937,4,10,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000229,SRR1502719,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502719,IH.M23,pooled forest soil sample-IH.M23,489,2837000,6146587,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000230,SRR1502720,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502720,IH.M27,pooled forest soil sample-IH.M27,468,2164363,4736859,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000231,SRR1502721,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502721,IH.M30,pooled forest soil sample-IH.M30,486,3086015,6685163,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000232,SRR1502722,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502722,IH.M33,pooled forest soil sample-IH.M33,470,2737367,5996122,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000233,SRR1502723,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502723,IH.M37,pooled forest soil sample-IH.M37,437,4040535,8891236,4,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000234,SRR1502724,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502724,IH.M41,pooled forest soil sample-IH.M41,482,2088251,4560519,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000235,SRR1502725,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502725,IH.M42,pooled forest soil sample-IH.M42,485,2778149,6026993,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000236,SRR1502726,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502726,IH.M45,pooled forest soil sample-IH.M45,469,2402048,5237275,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000237,SRR1502727,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502727,IH.M46,pooled forest soil sample-IH.M46,495,3839269,8301716,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000238,SRR1502728,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502728,IH.M47,pooled forest soil sample-IH.M47,473,2763776,5984542,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000239,SRR1502729,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502729,IH.M48,pooled forest soil sample-IH.M48,438,2709446,5983721,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000240,SRR1502413,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502413,G2831,pooled forest soil sample-G2831,478,1680228,3698503,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000241,SRR1502675,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502675,S249,pooled forest soil sample-S249,471,3059120,6609421,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000242,SRR1502342,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502342,G2629,pooled forest soil sample-G2629,466,1931295,4299550,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000243,SRR1502436,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502436,G3224,pooled forest soil sample-G3224,454,1443156,3242352,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000244,SRR1502343,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502343,G2634,pooled forest soil sample-G2634,482,2766360,6100231,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000245,SRR1502338,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502338,G2537,pooled forest soil sample-G2537,472,2184517,4874927,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000246,SRR1502443,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502443,G3426,pooled forest soil sample-G3426,484,2470563,5415358,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000247,SRR1502656,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502656,S227,pooled forest soil sample-S227,479,3432650,7389117,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000248,SRR1502341,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502341,G2620,pooled forest soil sample-G2620,473,2357805,5204434,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000249,SRR1502411,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502411,G2829,pooled forest soil sample-G2829,466,1835438,4067870,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000250,SRR1502408,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502408,G2794,pooled forest soil sample-G2794,461,2506756,5630000,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000251,SRR1502444,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502444,G3429,pooled forest soil sample-G3429,487,2549557,5548208,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000252,SRR1502391,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502391,G2745X,pooled forest soil sample-G2745X,467,2588610,5733989,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000253,SRR1502736,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502736,negcon02TBD,negative control-negcon02TBD,207,2691,47128,0,0,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000254,SRR1502423,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502423,G2847,pooled forest soil sample-G2847,475,2305749,5082101,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000255,SRR1502442,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502442,G3419,pooled forest soil sample-G3419,473,3058843,6667637,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000256,SRR1502441,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502441,G3318,pooled forest soil sample-G3318,463,2930773,6363039,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000257,SRR1502422,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502422,G2846,pooled forest soil sample-G2846,459,1661421,3700580,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000258,SRR1502407,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502407,G2788,pooled forest soil sample-G2788,476,2202727,4864492,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000259,SRR1502438,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502438,G3242,pooled forest soil sample-G3242,472,1496123,3317918,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000260,SRR1502421,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502421,G2844,pooled forest soil sample-G2844,476,2693541,5933237,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000261,SRR1502424,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502424,G2848,pooled forest soil sample-G2848,476,2570842,5685775,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000262,SRR1502428,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502428,G2971,pooled forest soil sample-G2971,478,1665212,3692857,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000263,SRR1502402,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502402,G2757X,pooled forest soil sample-G2757X,477,4360140,9586949,4,9,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000264,SRR1502266,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502266,FIN001,pooled forest soil sample-FIN001,468,2212496,4818516,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000265,SRR1502267,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502267,FIN002,pooled forest soil sample-FIN002,479,3128820,6727611,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000266,SRR1502268,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502268,FIN003,pooled forest soil sample-FIN003,476,3282014,7072683,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000267,SRR1502269,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502269,FIN004,pooled forest soil sample-FIN004,465,2620022,5707457,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000268,SRR1502270,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502270,FIN008,pooled forest soil sample-FIN008,472,2915917,6298294,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000269,SRR1502271,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502271,FIN011,pooled forest soil sample-FIN011,475,3520825,7595601,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000270,SRR1502272,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502272,FIN013,pooled forest soil sample-FIN013,476,2979370,6416674,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000271,SRR1502273,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502273,FIN014,pooled forest soil sample-FIN014,470,3505867,7594754,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000272,SRR1502274,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502274,FIN015,pooled forest soil sample-FIN015,473,2413477,5223741,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000273,SRR1502275,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502275,FIN016,pooled forest soil sample-FIN016,461,1722319,3781651,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000274,SRR1502276,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502276,FIN017,pooled forest soil sample-FIN017,477,3248116,6996534,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000275,SRR1502277,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502277,FIN018,pooled forest soil sample-FIN018,469,2550920,5543425,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000276,SRR1502278,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502278,FIN019,pooled forest soil sample-FIN019,465,1936056,4231866,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000277,SRR1502279,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502279,FIN020,pooled forest soil sample-FIN020,472,2435890,5285613,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000278,SRR1502280,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502280,FIN022,pooled forest soil sample-FIN022,463,1512604,3312697,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000279,SRR1502281,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502281,FIN024,pooled forest soil sample-FIN024,472,3365759,7246271,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000280,SRR1502282,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502282,FIN026,pooled forest soil sample-FIN026,467,2893844,6303432,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000281,SRR1502283,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502283,FIN027,pooled forest soil sample-FIN027,471,3541355,7669798,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000282,SRR1502284,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502284,FIN029,pooled forest soil sample-FIN029,470,3413467,7380219,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000283,SRR1502285,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502285,FIN032,pooled forest soil sample-FIN032,478,3971788,8533768,3,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000284,SRR1502286,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502286,FIN033,pooled forest soil sample-FIN033,476,3585225,7719075,3,7,4,2014-07-09T00:00:00Z,2014-07-09
